iter	Logloss
0	0.1602394683
1	0.1020121215
2	0.07107745052
3	0.06083607269
4	0.04942541179
5	0.04466199964
6	0.04278718327
7	0.03953531506
8	0.03870029167
9	0.03679199038
10	0.03342090743
11	0.03206328662
12	0.02896812647
13	0.02833275173
14	0.0275774294
15	0.02631758798
16	0.02573793883
17	0.02456290933
18	0.02325997668
19	0.02232358517
20	0.02086240367
21	0.02054343819
22	0.02032222771
23	0.02006005581
24	0.01970085583
25	0.01960938056
26	0.01947780938
27	0.01867402663
28	0.01843016674
29	0.01781324536
30	0.01762961063
31	0.01746350618
32	0.01706414787
33	0.01663881575
34	0.01658103166
35	0.01632207711
36	0.01609601331
37	0.01598178452
38	0.0156783644
39	0.01552971544
40	0.01539578923
41	0.01529585621
42	0.01517621671
43	0.01478522832
44	0.0146145505
45	0.01436798812
46	0.0142307812
47	0.01407218593
48	0.01377858472
49	0.0135871179
50	0.01348172362
51	0.01330973122
52	0.01318246935
53	0.01300200642
54	0.01288430167
55	0.01276275746
56	0.012532234
57	0.01246219329
58	0.01240843322
59	0.01221995549
60	0.01214005183
61	0.01178938766
62	0.01171057736
63	0.01155838705
64	0.01147016261
65	0.01140121938
66	0.01116977148
67	0.01106718531
68	0.01098694445
69	0.01092816872
70	0.01088532763
71	0.01075707989
72	0.01045460033
73	0.01037643641
74	0.01028895779
75	0.01022148229
76	0.01016369632
77	0.01010806009
78	0.01005410258
79	0.01003195719
80	0.009934997792
81	0.00980214622
82	0.009747778174
83	0.009542800271
84	0.009502861306
85	0.009353617243
86	0.009272982689
87	0.009144356226
88	0.009039061823
89	0.008986306794
90	0.008868345318
91	0.008818303149
92	0.008796093025
93	0.008715787153
94	0.008638954123
95	0.008613069624
96	0.00853944601
97	0.008444359405
98	0.008316075587
99	0.00827355494
100	0.00819639866
101	0.008196365969
102	0.008196188512
103	0.008196476037
104	0.008192979617
105	0.008051476401
106	0.00796711824
107	0.007951363402
108	0.007905309181
109	0.007837627493
110	0.007671118849
111	0.007605281526
112	0.007565900492
113	0.007528894617
114	0.007495710242
115	0.007495604326
116	0.00749555248
117	0.007494789998
118	0.007390245329
119	0.007373224108
120	0.007340265401
121	0.007288857678
122	0.007250978118
123	0.007208929393
124	0.007149537332
125	0.007149537332
126	0.00710379934
127	0.007022584692
128	0.007022297333
129	0.007022107593
130	0.007022154526
131	0.007021933109
132	0.007021852027
133	0.00702169299
134	0.007021524923
135	0.007021435546
136	0.007021403069
137	0.007021325275
138	0.007021431646
139	0.007020813897
140	0.007020813897
141	0.007020814308
142	0.007020814308
143	0.007020666584
144	0.007020666584
145	0.007020260818
146	0.00702018077
147	0.007020312504
148	0.00702021329
149	0.007020133619
150	0.007003082078
151	0.006982528684
152	0.006926045403
153	0.006871555337
154	0.006792673141
155	0.006792553551
156	0.006792579965
157	0.006792526238
158	0.006792395801
159	0.006792542103
160	0.006792322749
161	0.006792340643
162	0.006792212843
163	0.006792191694
164	0.006792159146
165	0.006792116913
166	0.006792100737
167	0.006792019195
168	0.006791970758
169	0.006791974104
170	0.006791886937
171	0.006791936275
172	0.006791834437
173	0.006791799082
174	0.006791750919
175	0.00679166219
176	0.00679169077
177	0.006791661142
178	0.006791646608
179	0.006791646608
180	0.006791646608
181	0.006791647887
182	0.006791552932
183	0.006791552932
184	0.006791552932
185	0.006791481483
186	0.006791481483
187	0.006791377072
188	0.006791360364
189	0.006791270052
190	0.006791270052
191	0.006791270052
192	0.006791270052
193	0.006791270052
194	0.006791270052
195	0.006791270052
196	0.006791270052
197	0.006791270052
198	0.006791270052
199	0.006791270052
200	0.006791270052
201	0.006791270052
202	0.006791270052
203	0.006791270052
204	0.006791270052
205	0.006791270052
206	0.006791270052
207	0.006791270052
208	0.006791270052
209	0.006791270052
210	0.006791286516
211	0.006791180628
212	0.006791180628
213	0.006791180628
214	0.006791185035
215	0.006791185035
216	0.006791185035
217	0.006791185035
218	0.006791185035
219	0.006791185035
220	0.006791185035
221	0.006791185035
222	0.006791185035
223	0.006791185035
224	0.006791185035
225	0.006791185035
226	0.006791185035
227	0.006791185035
228	0.006791185035
